ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories,134.376,3,0.2,6.7188,0.05
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones,498.975,2,0,70.8407,0.25
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,498.975,3,0,70.8407,0.26
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers,498.975,6,0.2,70.8407,0.35
First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,90.48,3,0.2,33.93,0.375
Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,77.55,5,0,21.714,0.28
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies,8.832,3,0.2,-1.9872,-0.225
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,177.536,4,0.2,62.1376,0.35
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,258.48,2,0.2,-3.231,-0.0125
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,14.136,3,0.2,4.2408,0.3
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,77.55,5,0,20.163,0.26
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0,6.9664,0.28
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,140.75,5,0,39.41,0.28
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,36.63,3,0,9.8901,0.27
Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings,17.14,2,0,6.1704,0.36
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,51.75,5,0,24.84,0.48
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,123.96,3,0,11.1564,0.09
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,498.975,6,0.15,34.494,0.058823529
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,80.98,1,0,3.2392,0.04
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,242.94,3,0,9.7176,0.04
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,123.92,4,0,33.4584,0.27
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,12.39,3,0,5.6994,0.46
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,47.3,2,0,12.298,0.26
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers,498.975,8,0,70.8407,0.47
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0,5.4341,0.49
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders,3.168,4,0.5,-2.5344,-0.35625
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs,498.975,4,0.2,-28.9568,-0.05
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,6.368,2,0.2,2.1492,0.3375
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,498.975,2,0.2,41.88,0.075
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,145.764,2,0.1,-8.098,-0.055555556
Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,13.62,3,0,6.129,0.45
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,434.646,3,0.1,62.7822,0.144444444
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,440.19,9,0,70.8407,0.47
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,64.4,5,0,1.932,0.03
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,244.55,5,0,70.8407,0.47
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,195.76,4,0,70.8407,0.5
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,11.76,2,0,5.7624,0.49
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0,39.948,0.24
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,2.88,1,0,1.3536,0.47
Standard Class,Corporate,United States,Freeport,Illinois,61032,Central,Office Supplies,Storage,45.248,2,0.2,3.9592,0.0875
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,59.904,2,0.2,14.2272,0.2375
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,23.696,2,0.2,6.5164,0.275
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,7.968,2,0.2,2.8884,0.3625
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,0.1125
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,27.552,3,0.2,-0.3444,-0.0125
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,498.975,6,0.3,-36.1764,-0.042857143
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.752,3,0.2,-9.594,-0.125
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,3,1,0.2,1.05,0.35
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,7.506,9,0.5,-6.0048,-0.35625
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Labels,16.56,2,0.2,5.796,0.35
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,79.92,4,0,34.3656,0.43
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,69.98,2,0,13.2962,0.19
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,11.06,9.5,0.5,-18.802,-0.35625
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,498.975,7,0.32,-39.7425,-0.191176471
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Storage,498.975,5,0.2,-39.7425,-0.075
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Appliances,283.14,4,0.1,70.8407,0.255555556
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,498.975,4,0,70.8407,0.26
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,118.99,1,0,33.3172,0.28
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,272.94,3,0,30.0234,0.11
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,15.008,2,0.2,1.5008,0.1
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,33.088,4,0.2,11.1672,0.3375
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,80.98,1,0,3.2392,0.04
Standard Class,Consumer,United States,Logan,Utah,84321,West,Technology,Accessories,82.8,9.5,0,6.624,0.08
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,21.36,2,0,5.7672,0.27
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,62.048,2,0.2,20.1656,0.325
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,29.61,9,0,13.3245,0.45
Same Day,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,498.975,9,0.2,70.8407,0.1
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-39.7425,-0.233333333
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.5,-39.7425,-0.35625
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.5,-2.7888,-0.35625
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,-0.225
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,440.91,9,0,70.8407,0.28
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.5,-4.7625,-0.35625
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,51.968,2,0.2,10.3936,0.2
First Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,71.976,3,0.2,21.5928,0.3
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs,242.352,3,0.2,-39.7425,-0.175
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,221.92,5,0.2,70.8407,0.35
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,8.448,2,0.2,2.64,0.3125
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0,14.4648,0.49
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,302.94,3,0,48.4704,0.16
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,142.36,2,0,38.4372,0.27
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,498.975,9,0,70.8407,0.25
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,212.13,3,0,14.8491,0.07
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Art,5.248,2,0.2,0.5904,0.1125
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832,-0.2
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Paper,6.848,2,0.2,2.14,0.3125
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.5,-6.9965,-0.35625
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.712,2,0.5,-19.602,-0.35625
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Supplies,65.17,7,0,18.8993,0.29
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Labels,14.62,2,0,6.8714,0.47
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Furniture,Furnishings,173.24,4,0,17.324,0.1
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,498.975,5,0.2,70.8407,0.3375
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,130.71,3,0,39.213,0.3
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.68,2,0,3.0368,0.26
First Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,62.31,3,0,22.4316,0.36
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,0.852,1,0.5,-0.5964,-0.35625
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,0.35
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,56.568,2,0.5,-39.7425,-0.35625
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,344.704,2,0.2,38.7792,0.1125
Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,201.584,2,0.2,20.1584,0.1
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,498.975,2,0,70.8407,0.17
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,8.22,3,0,2.2194,0.27
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,45.36,7,0,21.7728,0.48
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,498.975,7,0,9.4717,0.01
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,61.96,2,0,27.882,0.45
Second Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,268.935,3,0.5,-39.7425,-0.35625
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Art,7.58,1,0,2.9562,0.39
Same Day,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Labels,14.73,3,0,7.2177,0.49
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders,9.888,2,0.5,-6.9216,-0.35625
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Appliances,498.975,3,0.2,50.3658,0.075
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,498.975,4,0,55.896,0.05
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,275.952,3,0.2,-37.9434,-0.1375
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,123.144,7,0.2,46.179,0.375
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,15.576,3,0.2,3.3099,0.2125
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,212.64,6,0,70.8407,0.47
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,9.87,3,0,4.5402,0.46
Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,53.25,3,0,20.7675,0.39
Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,19.92,3,0,9.5616,0.48
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,498.975,3,0.1,70.8407,0.222222222
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,8.26,2,0,3.8822,0.47
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,29.84,2,0,13.428,0.45
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Technology,Accessories,67.98,2,0,14.9556,0.22
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,61.06,2,0,28.0876,0.46
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,35.544,1,0.2,-0.8886,-0.025
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,9.96,2,0,4.5816,0.46
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art,9.21,3,0,2.3025,0.25
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,27.93,3,0,8.0997,0.29
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Fasteners,7.9,2,0,2.528,0.32
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,221.16,4,0,57.5016,0.26
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,127.96,2,0,62.7004,0.49
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,18.69,3,0,9.1581,0.49
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,25.35,3,0,7.605,0.3
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,35.28,3,0,11.9952,0.34
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,33.4,5,0,16.032,0.48
First Class,Corporate,United States,Spokane,Washington,99207,West,Technology,Machines,498.975,3,0.2,62.82,0.075
Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Technology,Phones,40.68,3,0.2,-9.153,-0.225
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Chairs,209.568,2,0.2,-23.5764,-0.1125
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,22.368,4,0.2,6.4308,0.2875
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,3.882,2,0.5,-2.588,-0.35625
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,115.296,3,0.2,40.3536,0.35
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.908,2,0.5,-1.5264,-0.35625
Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders,43.372,7,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,498.975,4,0,70.8407,0.28
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,48.896,2,0.2,18.336,0.375
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,7.856,2,0.2,2.8478,0.3625
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,5.904,2,0.2,1.9926,0.3375
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.712,2,0.2,1.0284,0.075
Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes,182.94,3,0,70.8407,0.47
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,27.76,4,0,9.9936,0.36
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,25.99,1,0,7.5371,0.29
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,113.52,5,0.2,29.799,0.2625
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,359.88,3,0.2,22.4925,0.0625
Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,25.344,4,0.2,9.1872,0.3625
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,11.952,3,0.2,4.1832,0.35
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies,6.24,3,0,1.872,0.3
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,498.975,8,0.2,70.8407,0.1125
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,6.464,1,0.5,-4.04,-0.35625
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.52,5,0.2,4.176,0.3625
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,222.384,2,0.2,16.6788,0.075
Standard Class,Home Office,United States,Escondido,California,92025,West,Office Supplies,Art,23.36,4,0,6.0736,0.26
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,8.67,3,0,4.0749,0.47
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,25.71,3,0,6.6846,0.26
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,100.94,7,0,33.3102,0.33
First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,63.882,1,0.1,10.647,0.166666667
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,498.975,4,0.3,0,0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.476,3,0.5,-2.214,-0.35625
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,40.712,7,0.2,3.5623,0.0875
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper,279.9,5,0,70.8407,0.49
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,13.12,5,0.2,1.148,0.0875
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,69.576,4,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,4.224,3,0.2,0.4752,0.1125
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Technology,Accessories,58.08,4,0.2,-6.534,-0.1125
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,52.416,9,0.2,15.0696,0.2875
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,54.92,5,0.2,10.984,0.2
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Tables,364.95,5,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,85.056,3,0.2,28.7064,0.3375
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,27.696,3,0.2,9.6936,0.35
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,24.96,4,0,11.232,0.45
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,43.13,1,0,18.1146,0.42
Standard Class,Consumer,United States,Marietta,Georgia,30062,South,Office Supplies,Binders,5.64,3,0,2.7072,0.48
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,57.582,3,0.5,-39.7425,-0.35625
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,31.104,6,0.2,10.8864,0.35
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,30.192,3,0.2,8.3028,0.275
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,43.6,5,0.2,4.36,0.1
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,4.768,2,0.2,0.4172,0.0875
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,10.38,2,0.5,-7.612,-0.35625
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,13.392,8,0.5,-9.8208,-0.35625
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,39.594,1,0.4,-7.2589,-0.183333333
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,91.008,9,0.2,19.3392,0.2125
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,37.94,2,0,18.2112,0.48
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,42.8,9.5,0,19.26,0.45
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage,33.63,3,0,10.089,0.3
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,62.808,3,0.2,21.1977,0.3375
First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper,195.64,4,0,70.8407,0.47
First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Technology,Phones,239.9,2,0,70.8407,0.3
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,380.058,3,0.3,-21.7176,-0.057142857
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,498.975,4,0.4,70.8407,0.15
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,48.576,3,0.2,9.7152,0.2
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,17.94,3,0,8.073,0.45
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,18.264,3,0.2,6.1641,0.3375
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.656,2,0.2,5.6316,0.1625
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,81.552,2,0.2,8.1552,0.1
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,227.136,4,0.2,-39.7425,-0.1875
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders,10.36,2,0,5.0764,0.49
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,463.248,8,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,383.952,6,0.2,47.994,0.125
Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders,44.856,6,0.5,-35.8848,-0.35625
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,30.345,7,0.5,-24.276,-0.35625
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,127.554,3,0.3,-9.111,-0.071428571
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,77.952,3,0.2,15.5904,0.2
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,14.016,4,0.2,4.9056,0.35
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,69.52,2,0,19.4656,0.28
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,5.64,3,0,1.6356,0.29
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.776,3,0.2,4.4772,0.325
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances,245.88,6,0,68.8464,0.28
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,36.63,3,0,9.8901,0.27
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,22.58,2,0,5.8708,0.26
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,12.39,3,0,5.8233,0.47
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,39.92,5,0.2,13.473,0.3375
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,61.96,2,0,27.882,0.45
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,19.936,4,0.2,7.2268,0.3625
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,3.798,2,0.5,-2.6586,-0.35625
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,27.744,6,0.2,10.0572,0.3625
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,158.376,4,0.4,-34.3148,-0.216666667
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,27.58,2,0,11.5836,0.42
Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders,5.553,3,0.5,-4.0722,-0.35625
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,243.92,5,0.2,-39.7425,-0.225
First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,14.96,4,0,0.2992,0.02
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,7.184,2,0.2,2.245,0.3125
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,10.512,3,0.2,3.6792,0.35
Second Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones,263.96,5,0.2,19.797,0.075
Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,71.632,9.5,0.2,17.908,0.25
Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,9.328,1,0.2,0.8162,0.0875
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,5.88,2,0,2.646,0.45
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs,498.975,5,0.2,70.8407,0.125
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,303.84,8,0,70.8407,0.3
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Storage,485.88,6,0,19.4352,0.04
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,12.54,3,0,4.5144,0.36
Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,8.94,3,0,0.6258,0.07
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,9.24,3,0,4.4352,0.48
